label,score
1,160.6035
1,117.86185
1,217.937
1,244.77634
1,132.84378
1,124.33684
1,80.75536
1,491.9097
1,326.3117
1,228.98389
1,275.20972
1,202.0187
1,280.96332
1,118.748924
1,99.58872
1,157.93369
1,330.679
1,321.04678
1,371.64886
1,515.46484
1,180.20413
1,206.93657
1,360.82446
1,247.98653
1,250.30943
1,235.78514
1,291.2192
1,278.465
1,620.34875
1,167.67096
1,247.06
1,255.86601
1,42.63198
1,147.20447
1,147.77457
1,218.8848
1,109.8658
1,142.54239
1,58.766068
1,127.24466
1,134.29312
1,168.14848
1,154.1535
1,158.09724
1,124.047134
1,153.46484
1,154.07153
1,152.84445
1,104.39433
1,43.166344
1,48.435097
1,45.44648
1,87.13376
1,107.2203
1,147.65845
1,83.215775
1,104.67313
1,127.8748
1,230.9523
1,192.75284
1,106.95733
1,24.131672
1,164.58368
1,104.37789
1,207.14612
1,167.83585
1,119.248085
1,267.34726
1,86.897675
1,167.55551
1,294.2138
1,269.76373
1,142.5342
1,95.36235
1,175.17563
1,117.67729
1,82.51599
1,196.64594
1,61.662815
1,305.084
1,275.44104
1,185.32283
1,233.85776
1,102.02988
1,169.80173
1,266.06073
1,308.15015
1,74.76224
1,322.4834
1,197.74896
1,95.308624
1,108.38939
1,223.40384
1,535.8934
1,228.81552
1,80.01077
1,431.17242
1,301.9392
1,349.43753
1,865.1792
1,295.15442
1,425.5694
1,482.20544
1,291.4025
1,271.79358
1,439.3103
1,373.68402
1,319.9876
1,274.9944
1,382.724
1,319.2226
1,236.35999
1,424.34335
1,347.6432
1,546.4242
1,290.6476
1,366.1656
1,315.36642
1,270.33636
1,280.04492
1,416.40457
1,463.03693
1,420.87036
1,808.23773
1,349.32996
1,649.8773
1,333.2077
1,157.10394
1,142.09344
1,395.44363
1,147.04166
1,414.37408
1,133.38416
1,225.3828
1,147.33572
1,281.82782
1,188.9191
1,217.96478
1,285.26965
1,206.85634
1,185.47765
1,201.90378
1,91.410736
1,158.97142
1,230.4093
1,161.9459
1,134.66525
1,168.62572
1,264.78516
1,311.11462
1,202.34663
1,91.11827
1,120.340546
1,143.99799
1,192.28275
1,86.13959
1,185.45398
1,141.13275
1,96.82439
1,154.7923
1,248.65544
1,182.98364
1,85.559204
1,61.075287
1,242.69354
1,153.52109
1,188.84152
1,262.81192
1,257.57703
1,130.21536
1,117.60018
1,188.23047
1,127.68454
1,160.16904
1,120.25699
1,206.4776
1,282.6624
1,59.438686
1,52.434006
1,217.4457
1,214.13675
1,242.14386
1,137.23135
1,104.737404
1,151.7663
1,113.63211
1,140.37735
1,183.58902
1,189.11989
1,215.74152
1,75.46178
1,94.29251
1,113.13095
1,274.8161
1,390.14133
1,112.17003
1,137.40318
1,176.31815
1,201.3644
1,107.91112
1,169.4581
1,138.52907
1,153.11694
1,194.49422
1,169.25177
1,166.37415
1,157.47235
1,156.97173
1,368.50494
1,193.85027
1,271.52136
1,178.78476
1,242.92053
1,158.0531
1,163.58849
1,366.31702
1,149.41748
1,155.11511
1,216.41095
1,102.01441
1,162.96051
1,221.20236
1,340.05063
1,223.64667
1,747.2505
1,629.1478
1,122.38128
1,84.90904
1,277.64276
1,252.78592
1,416.1712
1,136.0986
1,338.13702
1,277.25415
1,406.75372
1,227.75613
1,121.753494
1,234.05559
1,106.67114
1,187.66475
1,231.01578
1,188.58287
1,189.70343
1,308.0192
1,112.86712
1,201.07988
1,321.76068
1,219.80273
1,227.15138
1,217.947
1,316.28143
1,232.48914
1,155.6543
1,222.90454
1,198.1499
1,93.57155
1,295.82294
1,616.6803
1,89.40503
