label,score
1,21.454754
1,8.1042185
1,14.336251
1,6.977219
1,22.618294
1,16.291313
1,13.163158
1,6.56124
1,7.5641828
1,5.739435
1,16.09436
1,6.861656
1,24.158169
1,8.217749
1,13.983638
1,7.5423965
1,13.214554
1,7.5889664
1,9.132502
1,22.104084
1,19.197958
1,24.87473
1,8.214787
1,16.401909
1,11.773685
1,15.623484
1,24.418169
1,13.892111
1,6.5498343
1,16.074501
1,7.803115
1,7.958542
1,16.188257
1,23.420712
1,15.106374
1,7.5731764
1,23.420717
1,24.034412
1,11.874941
1,6.5245733
1,6.873221
1,8.471338
1,7.9626017
1,12.6002445
1,12.02202
1,18.793205
1,7.6757994
1,8.68674
1,7.4568157
1,21.00457
1,13.852074
1,7.3699946
1,13.588598
1,7.692097
1,14.328342
1,8.668861
1,24.730263
1,13.007643
1,15.745468
1,16.053638
1,6.56421
1,25.026064
1,14.876439
1,8.428677
1,7.9681587
1,22.505268
1,6.48026
1,14.845312
1,13.093013
1,20.079193
1,15.83884
1,7.465613
1,6.379722
1,7.4160895
1,7.8213906
1,14.635027
1,14.368616
1,13.774364
1,6.4682527
1,13.873558
1,18.415262
1,13.812806
1,18.222906
1,15.341525
1,14.005695
1,7.6764193
1,7.8766947
1,7.2218513
1,23.634521
1,20.37473
1,14.799841
1,7.451308
1,8.444593
1,21.266624
1,14.483561
1,19.24461
1,14.700223
1,21.951355
1,19.859985
1,19.947914
1,13.687906
1,20.716595
1,7.1284666
1,13.044806
1,23.302551
1,22.895962
1,6.948948
1,7.1057186
1,6.6039157
1,8.297849
1,18.033028
1,21.13866
1,15.127677
1,6.294795
1,7.9477744
1,7.554316
1,20.752941
1,13.838087
1,20.016743
1,22.359245
1,6.8752503
1,14.154237
1,7.542528
1,14.099968
1,8.0634
1,20.187954
1,7.7042027
1,20.22475
1,14.121277
1,17.461723
1,22.655193
1,8.007207
1,7.619027
1,22.245497
1,22.937231
1,13.834688
1,23.748466
1,15.714878
1,22.680489
1,21.336498
1,19.670727
1,15.914799
1,20.580502
1,15.411688
1,18.990034
1,8.138308
1,13.63035
1,16.63571
1,7.624341
1,7.2383575
1,24.323126
1,15.850549
1,13.1675825
1,25.346733
1,21.992802
1,8.177295
1,21.84014
1,21.419415
1,20.076958
1,13.889149
1,20.610207
1,15.207029
1,18.758945
1,7.7612276
1,14.228214
1,14.335579
1,12.495566
1,7.706286
1,12.354526
1,6.909875
1,7.036113
1,15.071798
1,14.849672
1,12.891863
1,13.496101
1,23.8392
1,19.110126
1,8.204552
1,23.903498
1,7.2839575
1,21.213398
1,22.73631
1,7.579415
1,13.262915
1,14.622806
1,14.911945
1,13.397926
1,5.9339757
1,14.781309
1,7.1314545
1,14.340832
1,19.426235
1,6.48495
1,15.576978
1,13.914907
1,10.288078
1,7.7165394
1,22.3516
1,22.268059
1,14.673405
1,24.277973
1,20.287989
1,13.165909
1,8.209763
1,21.695679
1,7.4852
1,21.508415
1,6.7824874
1,23.210598
1,14.019396
1,8.3853245
1,7.292391
1,16.297499
1,21.435066
1,13.262424
1,14.601944
1,22.580832
1,19.258957
1,22.038147
1,16.685192
1,14.239651
1,14.6463995
1,7.2037635
1,18.686916
1,15.542412
1,22.450167
1,6.150175
1,14.7569065
1,21.491232
1,7.1153107
1,15.953697
1,17.724792
1,15.7467575
1,13.422684
1,8.333161
1,22.379906
1,7.4372463
1,6.9039125
1,25.271854
1,15.786823
1,14.458306
1,22.936552
1,19.773554
1,20.879295
1,13.827695
1,7.23843
1,7.2620983
1,7.7732887
1,8.179358
1,14.683342
1,23.671904
1,7.5455203
1,15.121774
1,7.5308313
1,12.612324
1,14.710728
1,7.676321
1,14.815025
1,19.463825
1,22.10292
1,15.629155
1,15.3414
1,6.8970056
1,20.702133
1,13.726223
1,18.294031
1,13.946827
1,14.815118
1,20.03379
1,14.36529
1,24.09712
1,7.67548
1,6.2456093
1,14.184516
1,16.051685
1,24.979378
1,20.37796
1,21.194809
1,7.183036
1,20.255596
1,14.243743
1,21.83945
1,16.602144
1,20.84309
1,12.758176
1,18.910694
1,12.588844
1,22.90234
1,20.371439
1,16.27143
1,6.9903336
1,16.789766
1,21.271307
1,14.1513
1,23.863474
1,23.840633
1,6.8961906
1,16.028347
1,21.732859
1,9.238017
1,9.081586
1,20.207012
1,18.527315
1,6.752487
1,22.018194
1,15.535523
1,12.782972
1,9.762431
1,21.24095
1,21.517262
1,8.14688
1,20.596827
1,21.954926
1,22.896893
1,8.317465
1,6.5660925
1,19.080761
1,6.8148804
1,19.22131
1,20.195599
1,21.481651
1,15.914435
1,14.526426
1,20.481215
1,12.663909
1,13.631401
1,12.915142
1,8.484191
1,13.470839
1,7.1031075
1,14.526501
1,20.608635
1,13.144886
1,6.9295897
1,23.147976
1,8.29541
1,7.831001
1,15.853762
1,7.9991465
1,19.117418
1,13.162254
1,14.66929
1,23.15955
1,13.454519
1,21.402489
1,15.4759035
1,25.68783
1,7.5161448
1,13.130716
1,22.417479
1,7.067122
1,7.7848887
1,6.2909656
1,13.985531
1,23.277357
1,12.239029
1,14.475677
1,7.5424495
1,15.820692
1,7.632056
1,20.223366
1,19.926939
1,13.607667
1,20.715498
1,15.609599
1,15.986988
1,14.7957945
1,8.144023
1,24.886189
1,6.2271676
1,22.705639
1,21.699203
1,7.686226
1,16.709568
1,6.934203
1,19.988533
1,13.122941
1,6.2718816
1,13.295469
1,14.796361
1,18.785477
1,16.42017
1,13.103937
1,7.031311
1,14.518986
1,7.4865866
1,23.21576
1,14.427114
1,8.256834
1,7.1605234
1,21.383778
1,15.75658
1,16.579973
1,22.019882
1,7.758874
1,20.011751
1,23.582304
1,7.3453937
1,16.267933
1,20.105587
1,7.1166525
1,20.768456
1,8.05406
1,20.461681
1,8.089594
1,15.54197
1,7.705953
1,19.24024
1,7.044077
1,20.473465
1,19.397287
1,14.293358
1,21.73449
1,15.100384
1,25.479847
1,16.293598
1,16.577993
1,16.140879
1,13.797623
1,8.561569
1,8.48226
1,13.852151
1,12.369661
1,20.50883
1,20.708847
1,6.45883
1,22.550198
1,8.303278
1,9.57572
1,8.867754
1,12.114297
1,6.2578835
1,8.013771
1,19.857746
1,6.9462633
1,14.193619
1,20.088156
1,13.41579
1,23.859116
1,13.862944
1,6.9307833
1,20.5307
1,21.340992
1,22.03733
1,7.2695637
1,14.068179
1,14.327087
1,19.560503
1,7.5392356
1,15.1212635
1,17.822323
1,8.2494955
1,20.40647
1,22.809105
1,20.024914
1,12.756121
1,12.412556
1,14.836798
1,22.268938
1,7.861703
1,13.519573
1,13.997641
1,14.824714
1,20.233587
1,16.246845
1,23.468979
1,7.543866
1,16.08218
1,13.59902
1,22.868464
1,15.729681
1,14.296009
1,6.9463367
1,13.668777
1,18.99781
1,21.539423
1,12.708965
1,21.13195
1,20.727034
1,13.321738
1,22.150038
1,8.234272
1,14.162288
1,23.101437
1,15.144139
1,7.8058815
1,13.111132
1,19.430056
1,23.007305
1,13.077124
1,15.618824
1,16.447813
1,7.5102224
1,7.103264
1,21.920486
1,6.5579867
1,7.657877
1,7.9131103
1,15.107002
1,23.370705
1,14.7031355
1,12.265747
1,21.222425
1,21.024715
1,19.157036
1,13.385372
1,14.063098
1,16.084198
1,16.012997
1,22.33044
1,8.233873
1,15.824053
1,14.640797
1,19.313656
1,9.195808
1,13.991716
1,21.494
1,7.020108
1,6.4463854
1,13.90878
1,12.887435
1,13.224461
1,8.834364
1,19.72134
1,7.6072273
1,14.480206
1,7.602638
1,14.320413
1,9.556608
1,19.095573
1,13.719673
1,24.45443
1,6.2114234
1,21.615276
1,22.456127
1,7.729574
1,23.303185
1,21.806873
1,15.545761
1,7.4050684
