label,score
1,220.24393
1,243.56766
1,233.96077
1,187.29846
1,249.79541
1,257.34723
1,178.95845
1,216.592
1,163.47983
1,189.80264
1,181.06113
1,194.08762
1,164.22058
1,221.94914
1,245.55223
1,211.2114
1,243.11006
1,214.26666
1,173.38304
1,223.43204
1,235.3942
1,255.08942
1,258.66882
1,193.75688
1,193.01227
1,226.44444
1,148.00432
1,211.83797
1,184.01424
1,227.67299
1,183.97942
1,211.35318
1,136.93768
1,194.8894
1,245.4191
1,241.44788
1,152.44167
1,217.7009
1,179.57507
1,231.22557
1,161.71167
1,144.38089
1,162.79865
1,140.7864
1,170.36032
1,234.71736
1,179.73405
1,220.08133
1,151.3734
1,235.92448
1,143.46713
1,162.4887
1,141.8698
1,170.74863
1,99.25838
1,169.19952
1,246.98773
1,166.8774
1,169.43399
1,163.13033
1,151.81924
1,150.77756
1,174.09048
1,265.1144
1,193.58011
1,212.49863
1,175.74681
1,147.17078
1,210.7673
1,214.60612
1,110.93141
1,214.95746
1,172.8328
1,157.29329
1,144.1269
1,220.98174
1,205.34404
1,228.35147
1,178.48389
1,199.92848
1,201.23096
1,153.35147
1,236.79663
1,194.54555
1,243.56519
1,139.34697
1,187.73048
1,201.42172
1,160.68246
1,159.39343
1,161.18904
1,208.43141
1,155.1679
1,178.61426
1,113.81517
1,153.20706
1,221.94823
1,310.2069
1,283.3057
1,225.8248
1,229.77011
1,306.17142
1,271.28662
1,256.19717
1,246.26302
1,335.4025
1,228.36462
1,341.33054
1,312.89047
1,299.56107
1,316.70673
1,192.6049
1,272.89862
1,209.05838
1,219.0241
1,221.34319
1,257.66296
1,257.23248
1,246.99141
1,298.77222
1,243.60437
1,243.04124
1,284.49216
1,177.54948
1,208.63593
1,179.16946
1,188.43619
1,292.2022
1,283.10748
1,258.5508
1,242.50467
1,275.74817
1,355.20938
1,229.76166
1,271.8338
1,221.78928
1,191.33604
1,246.33522
1,271.28525
1,281.8154
1,192.91512
1,322.08197
1,274.47174
1,289.5591
1,262.8373
1,237.79329
1,185.393
1,262.3876
1,200.27847
1,268.551
1,231.39505
1,164.0501
1,291.78818
1,248.46417
1,277.94623
1,296.91788
1,170.19264
1,290.21204
1,200.20834
1,332.37173
1,273.82822
1,264.38702
1,249.22125
1,280.7178
1,176.88333
1,293.9868
1,254.86948
1,218.90027
1,216.75095
1,242.63347
1,267.0599
1,260.16632
1,215.84755
1,248.88277
1,210.60924
1,329.5539
1,324.0899
1,262.95535
1,288.2963
1,194.55078
1,313.7395
1,267.63562
1,311.229
1,231.263
1,245.34608
1,347.91782
1,292.6059
1,270.27176
1,294.09918
1,284.99738
1,242.81396
1,213.74739
1,223.59378
1,218.59274
1,227.9185
1,287.07477
1,259.76984
1,264.6457
1,260.4888
1,252.87189
1,278.07965
1,243.37689
1,247.04129
1,127.43663
1,245.2649
1,161.54338
1,203.88626
1,302.8583
1,223.82986
1,278.7027
1,205.06184
1,164.14705
1,219.5145
1,250.46921
1,169.9576
1,253.66005
1,180.24968
1,257.52176
1,277.69913
1,167.81837
1,238.41641
1,249.64546
1,228.06169
1,335.02353
1,183.20496
1,173.45627
1,165.58142
1,169.79713
1,243.89018
1,176.46817
1,177.93745
1,229.78647
1,219.80344
1,176.26932
1,223.98297
1,179.25034
1,244.59636
1,165.1362
1,183.64914
1,210.92146
1,233.52618
1,131.59431
1,191.78183
1,125.01272
1,235.29344
1,227.21579
1,204.18546
1,216.49426
1,199.48117
1,177.79007
1,208.75621
1,277.44162
1,206.87526
1,180.07533
1,201.80402
1,148.81451
