label,score
1,25.253113
1,26.695782
1,23.469318
1,16.858986
1,23.55236
1,21.09634
1,22.10598
1,21.350182
1,11.26336
1,31.35482
1,21.656147
1,24.579458
1,26.123775
1,26.64098
1,9.512213
1,11.30183
1,21.724548
1,24.327412
1,38.408516
1,28.930582
1,30.385689
1,15.189932
1,14.045779
1,22.88039
1,16.710388
1,23.800331
1,29.761183
1,30.851738
1,26.1367
1,30.904697
1,26.998795
1,24.134657
1,22.140965
1,20.509584
1,13.469755
1,31.122906
1,25.836864
1,9.55748
1,24.518234
1,9.393059
1,11.876897
1,12.787584
1,28.576284
1,22.35199
1,19.428352
1,22.911247
1,10.193286
1,35.520016
1,13.1649475
1,11.540174
1,15.430668
1,20.747952
1,27.908413
1,19.886932
1,21.013767
1,22.889645
1,16.310612
1,26.044075
1,34.692467
1,28.464622
1,30.47423
1,21.071508
1,25.899109
1,30.436678
1,31.272758
1,15.117701
1,35.268898
1,33.45353
1,14.438627
1,11.7761345
1,22.774517
1,10.41907
1,14.520079
1,32.467125
1,27.360853
1,22.506382
1,20.760094
1,25.138453
1,25.249397
1,19.131985
1,11.65667
1,29.213158
1,21.146559
1,21.435402
1,20.644403
1,38.1732
1,11.625064
1,14.741474
1,31.362457
1,24.686682
1,26.229256
1,26.201517
1,27.10316
1,13.799421
1,18.712387
1,9.755313
1,22.180973
1,27.791643
1,21.99142
1,8.170301
1,23.545696
1,12.0259075
1,29.915611
1,24.477821
1,11.759807
1,30.305414
1,28.96149
1,13.943118
1,9.8227825
1,28.118061
1,22.548294
1,9.097029
1,11.613953
1,29.407518
1,25.04438
1,30.377823
1,10.18016
1,19.089405
1,28.83767
1,29.129715
1,31.086601
1,18.082684
1,31.416225
1,9.220587
1,10.933102
1,9.517946
1,12.237763
1,11.557848
1,30.028225
1,21.848309
1,32.949432
1,30.275572
1,13.300222
1,20.813004
1,13.144459
1,26.851181
1,23.479858
1,29.44242
1,29.732756
1,32.37638
1,32.22464
1,33.852062
1,32.023304
1,34.18264
1,22.030407
1,32.390957
1,15.960674
1,27.818308
1,31.405025
1,34.63333
1,32.918385
1,20.80402
1,23.85911
1,23.534931
1,20.506098
1,31.16063
1,24.911125
1,31.890177
1,31.689663
1,27.344337
1,11.938265
1,30.27612
1,15.671439
1,12.121845
1,21.821115
1,22.345745
1,30.883553
1,8.892588
1,22.483397
1,21.44266
1,11.8451
1,33.370033
1,13.165315
1,24.530231
1,20.484047
1,31.171753
1,10.372969
1,25.983093
1,9.130207
1,25.943262
1,23.392002
1,21.614819
1,12.298767
