label,score
1,14.191935
1,27.311642
1,26.730719
1,23.681856
1,41.14221
1,13.406188
1,21.418484
1,31.266115
1,38.59275
1,36.32012
1,26.37809
1,34.851242
1,38.84513
1,22.443943
1,38.719368
1,23.747913
1,33.95094
1,19.762821
1,26.28822
1,28.004498
1,26.89829
1,13.7930355
1,31.746546
1,27.139038
1,36.413307
1,26.12365
1,38.55416
1,38.779808
1,44.71217
1,34.919266
1,17.195915
1,20.182442
1,28.203285
1,27.12287
1,35.71457
1,25.913715
1,20.557041
1,10.781071
1,33.94336
1,16.170862
1,23.383537
1,21.848953
1,20.52915
1,21.474451
1,31.369705
1,26.036701
1,10.355669
1,22.046478
1,21.601189
1,29.322172
1,13.877693
1,40.495644
1,22.134884
1,17.654953
1,17.790136
1,21.25599
1,15.829058
1,15.800083
1,20.487188
1,27.809608
1,38.64077
1,16.519451
1,24.510513
1,24.944008
1,25.786842
1,37.013405
1,22.566208
1,27.105701
1,26.663162
1,39.252663
1,25.85435
1,34.552765
1,36.051765
1,16.526558
1,17.015083
1,18.93879
1,33.756927
1,24.437525
1,26.851032
1,29.944696
1,26.89565
1,27.77552
1,21.933926
1,16.312868
1,38.9685
1,34.472977
1,23.7281
1,36.315693
1,23.844303
1,29.123493
1,16.758207
1,27.034195
1,31.841812
1,18.968842
1,19.068287
1,33.155144
1,28.434475
1,28.581745
1,22.296795
1,21.674686
1,38.456482
1,32.043552
1,39.225258
1,24.962757
1,25.943245
1,22.863853
1,27.176922
1,24.020306
1,12.362217
1,35.352898
1,25.301794
1,25.446474
1,13.166293
1,25.214657
1,19.432022
1,27.306995
1,25.277653
1,21.704212
1,25.274033
1,21.011896
1,15.395504
1,20.554775
1,7.4410667
1,11.303579
1,23.425484
1,16.325813
1,29.636372
1,37.111427
1,34.012527
1,22.84029
1,27.20802
1,31.497456
1,24.8818
1,39.23603
1,35.1356
1,15.839175
1,25.674257
1,30.660793
1,31.94313
1,20.931995
1,26.111292
1,26.441666
1,34.85836
1,31.35269
1,22.785475
1,12.152462
1,26.23173
1,25.596783
1,21.00716
1,37.07882
1,24.876823
1,29.345764
1,31.186768
1,15.926239
1,26.961388
1,21.285892
1,26.862202
1,38.71271
1,35.971626
1,28.466137
1,37.322968
1,38.72185
1,24.451881
1,19.679365
1,28.608576
1,24.642403
1,30.978168
1,38.82936
1,32.10916
1,24.55706
1,26.700775
1,26.49944
1,31.046356
1,21.037697
1,20.031506
1,21.861996
1,9.680153
