label,score
1,15.381909
1,42.645317
1,43.724754
1,41.028793
1,23.413834
1,28.0684
1,45.11166
1,40.543823
1,40.70084
1,42.749966
1,29.018764
1,46.535236
1,35.74091
1,32.320644
1,26.553007
1,38.829712
1,40.643993
1,15.922913
1,26.324162
1,42.430595
1,39.03623
1,23.936325
1,40.085808
1,33.30681
1,36.117714
1,50.588417
1,28.457138
1,35.899773
1,31.665504
1,30.871157
1,28.136686
1,22.70629
1,21.020683
1,19.275434
1,28.290745
1,42.951286
1,38.87371
1,25.831444
1,21.162827
1,43.403954
1,27.951897
1,30.723415
1,41.008812
1,21.860142
1,13.760235
1,19.334627
1,32.155792
1,34.475
1,37.625305
1,52.70553
1,24.16209
1,39.045467
1,35.617813
1,20.778072
1,27.658278
1,28.206192
1,38.921898
1,28.323078
1,32.16973
1,33.716682
1,40.87355
1,39.76989
1,39.502514
1,33.1669
1,41.625984
1,30.704899
1,44.173946
1,25.927494
1,23.220562
1,38.714993
1,25.708218
1,40.227898
1,40.93854
1,21.09544
1,40.2762
1,42.30183
1,17.053354
1,33.952744
1,41.55874
1,23.205418
1,27.409054
1,39.81682
1,24.207985
1,27.584312
1,37.01172
1,40.99662
1,28.554825
1,22.729353
1,42.62235
1,18.590984
1,43.61521
1,39.855984
1,26.890823
1,28.042664
1,24.175213
1,31.927135
1,38.205673
1,22.005524
1,30.689163
1,28.370693
1,18.09848
1,31.846527
1,28.662086
1,40.366272
1,33.57052
1,44.275932
1,43.209957
1,16.257103
1,35.07775
1,30.155361
1,30.667656
1,34.32569
1,19.370972
1,26.937263
1,41.71486
1,29.805004
1,45.463837
1,30.537842
1,44.203323
1,43.08866
1,31.52475
1,51.350674
1,36.383102
1,42.27388
1,38.54222
1,39.836853
1,53.281094
1,37.17797
1,40.815895
1,52.52391
1,42.862522
1,41.262012
1,35.189148
1,28.362862
1,26.644527
1,23.598944
1,34.392426
1,51.63785
1,17.827103
1,17.164043
1,28.484804
1,12.404936
1,39.476906
1,52.564255
1,40.579887
1,28.510721
1,31.777016
1,29.683952
1,39.932076
1,19.580635
1,40.447723
1,34.402283
1,31.930075
1,36.706074
1,21.555832
1,42.66053
1,35.0802
1,34.796547
1,38.091827
1,27.361103
1,19.632658
1,30.328651
1,29.005705
1,33.566475
1,46.909264
1,21.65884
1,29.450762
1,58.677994
1,24.662968
1,35.685894
1,31.03807
1,37.301895
1,23.01194
1,35.72061
1,35.052757
1,35.013958
1,21.932198
1,31.912954
1,33.109062
1,23.81081
1,41.693474
1,35.455235
1,24.625572
