label,score
1,77.721886
1,82.06531
1,82.18203
1,80.28435
1,80.445724
1,78.28656
1,77.61599
1,82.022675
1,73.68607
1,74.58593
1,79.94365
1,78.07393
1,80.34004
1,78.51694
1,79.59836
1,78.39397
1,79.21959
1,79.00786
1,78.10394
1,79.67231
1,79.6036
1,82.18598
1,80.0469
1,82.122986
1,77.90756
1,78.01453
1,80.92155
1,77.899055
1,79.65126
1,78.904976
1,80.941284
1,78.34506
1,77.97571
1,81.812546
1,83.29671
1,78.92198
1,79.47093
1,79.437744
1,77.859955
1,74.43491
1,72.57463
1,82.857086
1,80.147766
1,77.52099
1,79.750824
1,82.1526
1,73.02944
1,83.01822
1,74.86546
1,78.858185
1,81.84635
1,86.19902
1,79.65191
1,82.1646
1,80.837006
1,77.41969
1,78.781876
1,78.62645
1,79.85278
1,73.34514
1,74.63757
1,85.03934
1,81.07638
1,75.207855
1,81.56154
1,78.167206
1,75.21352
1,80.64943
1,80.09985
1,80.317245
1,78.51821
1,78.004654
1,76.414894
1,85.9537
1,87.945465
1,78.72864
1,80.01038
1,80.57747
1,78.12961
1,80.20182
1,80.14075
1,79.67551
1,80.743515
1,74.12236
1,77.689415
1,79.17376
1,75.584
1,79.55134
1,71.40964
1,81.39096
1,82.97111
1,81.27413
1,80.2832
1,77.80159
1,80.94035
1,77.511475
1,79.08653
1,80.3788
1,80.81204
1,78.985916
1,81.21237
1,81.01548
1,78.2884
1,77.95206
1,78.54048
1,76.35219
1,80.54777
1,81.225784
1,80.69813
1,79.54092
1,78.515236
1,79.14168
1,79.71424
1,80.15012
1,81.537056
1,79.0529
1,80.47803
1,79.6296
1,79.17397
1,79.50105
1,79.83475
1,71.62172
1,80.17781
1,77.043274
1,80.234474
1,77.8055
1,79.7465
1,79.01064
1,83.044495
1,78.20088
1,82.28163
1,77.96819
1,78.56559
1,79.073326
1,82.13671
1,78.3625
1,80.82347
1,77.961075
1,77.8329
1,80.256195
1,84.45253
1,78.84822
1,76.22345
1,79.15793
1,80.21168
1,79.4976
1,76.01235
1,80.39278
1,76.27106
1,73.96239
1,81.3056
1,78.03726
1,79.38642
1,79.0383
1,78.215935
1,79.52693
1,79.30674
1,80.5452
1,79.13653
1,79.78888
1,87.4356
1,82.24078
1,81.641655
1,78.984314
1,71.972176
1,78.78964
1,79.443375
1,77.35926
1,80.35543
1,82.69803
1,78.73419
1,80.54522
1,80.793015
1,71.7159
1,74.89877
1,78.7055
1,79.5062
1,80.89262
1,74.92436
1,79.69182
1,81.10622
1,72.28243
1,81.569374
1,78.604355
1,83.325554
1,79.96608
1,78.52983
1,79.516846
1,81.25963
1,81.99512
1,77.35736
1,78.16006
1,79.061005
1,74.895515
1,76.082016
1,79.5229
1,78.52927
1,80.02548
1,75.3594
1,80.01417
1,82.61067
1,82.09183
1,82.26213
1,82.21474
1,77.95305
1,79.74813
1,79.2315
1,81.476036
1,80.29059
1,75.272766
1,82.24564
1,74.40486
1,81.1745
1,81.46112
1,81.24253
1,78.83542
1,73.139824
1,79.83849
1,81.12489
1,76.31746
1,75.84849
1,74.361595
1,85.13741
1,81.78654
1,76.343475
1,81.18822
1,76.86875
1,80.82492
1,78.70144
1,80.58838
1,78.023026
1,78.4166
1,78.88061
1,79.17595
